;Year;Player;Pos;Age;Tm;G;GS;MP;PER;TS%;3PAr;FTr;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;blanl;OWS;DWS;WS;WS/48;blank2;OBPM;DBPM;BPM;VORP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
387;1951;Gene James;F;25;TOT;48;;;;0.379;;0.302;;;;;;;;;;-0.2;0.7;0.5;;;;;;;79;235;0.336;;;;79;235;0.336;0.336;44;71;0.62;;;141;70;;;;118;202
388;1951;Gene James;F;25;NYK;6;;;;0.387;;0.667;;;;;;;;;;0;0;0;;;;;;;1;3;0.333;;;;1;3;0.333;0.333;1;2;0.5;;;4;4;;;;7;3
389;1951;Gene James;F;25;BLB;42;;;;0.379;;0.297;;;;;;;;;;-0.2;0.7;0.5;;;;;;;78;232;0.336;;;;78;232;0.336;0.336;43;69;0.623;;;137;66;;;;111;199
390;1951;Tony Jaros;F-G;30;MNL;63;;;;0.363;;0.359;;;;;;;;;;-0.8;1.3;0.6;;;;;;;88;287;0.307;;;;88;287;0.307;0.307;65;103;0.631;;;131;72;;;;131;241
391;1951;Arnie Johnson;SF;30;ROC;68;;;;0.564;;0.921;;;;;;;;;;7.5;1.7;9.1;;;;;;;185;403;0.459;;;;185;403;0.459;0.459;269;371;0.725;;;449;175;;;;290;639
392;1951;Ralph Johnson;PG;29;FTW;68;;;;0.361;;0.22;;;;;;;;;;-1.7;2.5;0.8;;;;;;;235;737;0.319;;;;235;737;0.319;0.319;114;162;0.704;;;275;183;;;;247;584
393;1951;Wah Wah;PF;24;INO;22;;;;0.456;;0.325;;;;;;;;;;1.4;0.8;2.1;;;;;;;93;237;0.392;;;;93;237;0.392;0.392;61;77;0.792;;;125;85;;;;74;247
394;1951;Noble Jorgensen;C;25;TOT;63;;;;0.438;;0.442;;;;;;;;;;2;1.6;3.6;;;;;;;223;600;0.372;;;;223;600;0.372;0.372;182;265;0.687;;;338;91;;;;237;628
395;1951;Noble Jorgensen;C;25;TRI;22;;;;0.435;;0.429;;;;;;;;;;0.7;0.7;1.4;;;;;;;87;238;0.366;;;;87;238;0.366;0.366;72;102;0.706;;;112;27;;;;92;246
396;1951;Noble Jorgensen;C;25;SYR;41;;;;0.44;;0.45;;;;;;;;;;1.3;0.9;2.2;;;;;;;136;362;0.376;;;;136;362;0.376;0.376;110;163;0.675;;;226;64;;;;145;382
397;1951;George Kaftan;SF;22;NYK;61;;;;0.44;;0.437;;;;;;;;;;1.1;0.4;1.6;;;;;;;111;286;0.388;;;;111;286;0.388;0.388;78;125;0.624;;;153;74;;;;102;300
398;1951;Jack Kerris;PF;26;FTW;68;;;;0.434;;0.428;;;;;;;;;;2.6;3.1;5.7;;;;;;;255;689;0.37;;;;255;689;0.37;0.37;201;295;0.681;;;477;181;;;;253;711
399;1951;Duane Klueh;G;25;FTW;61;;;;0.417;;0.402;;;;;;;;;;0.9;1.4;2.3;;;;;;;157;458;0.343;;;;157;458;0.343;0.343;135;184;0.734;;;183;82;;;;143;449
400;1951;Frank Kudelka;G-F;25;TOT;62;;;;0.387;;0.23;;;;;;;;;;;;;;;;;;;179;518;0.346;;;;179;518;0.346;0.346;83;119;0.697;;;158;105;;;;211;441
401;1951;Tony Lavelli;F;24;NYK;30;;;;0.446;;0.441;;;;;;;;;;0.4;0.2;0.6;;;;;;;32;93;0.344;;;;32;93;0.344;0.344;35;41;0.854;;;59;23;;;;56;99
402;1951;Bob Lavoy;PF;24;INO;63;;;;0.388;;0.215;;;;;;;;;;-0.6;1.6;1;;;;;;;221;619;0.357;;;;221;619;0.357;0.357;84;133;0.632;;;310;76;;;;190;526
403;1951;Ed Leede;F-G;23;BOS;57;;;;0.417;;0.511;;;;;;;;;;0.8;0.5;1.3;;;;;;;119;370;0.322;;;;119;370;0.322;0.322;140;189;0.741;;;118;95;;;;144;378
404;1951;Ron Livingstone;C;25;PHW;63;;;;0.354;;0.309;;;;;;;;;;-1.2;2.1;0.9;;;;;;;104;353;0.295;;;;104;353;0.295;0.295;76;109;0.697;;;297;76;;;;220;284
405;1951;Earl Lloyd*;SF;22;WSC;7;;;;0.528;;0.371;;;;;;;;;;0.4;0.1;0.6;;;;;;;16;35;0.457;;;;16;35;0.457;0.457;11;13;0.846;;;47;11;;;;26;43
406;1951;Don Lofgran;F-C;22;TOT;61;;;;0.364;;0.47;;;;;;;;;;;;;;;;;;;79;270;0.293;;;;79;270;0.293;0.293;79;127;0.622;;;157;36;;;;132;237
407;1951;John Logan;G;30;TRI;30;;;;0.378;;0.312;;;;;;;;;;-0.1;1.1;1;;;;;;;84;269;0.312;;;;84;269;0.312;0.312;63;84;0.75;;;134;119;;;;70;231
408;1951;Ray Lumpp;G;27;NYK;64;;;;0.478;;0.422;;;;;;;;;;2.8;0.5;3.3;;;;;;;153;379;0.404;;;;153;379;0.404;0.404;124;160;0.775;;;125;115;;;;160;430
409;1951;Ed Macauley*;C-F;22;BOS;68;;;;0.551;;0.623;;;;;;;;;;14.1;1.8;15.9;;;;;;;459;985;0.466;;;;459;985;0.466;0.466;466;614;0.759;;;616;252;;;;205;1384
410;1951;Johnny Macknowski;G-F;28;SYR;58;;;;0.377;;0.391;;;;;;;;;;-0.8;0.7;-0.1;;;;;;;131;435;0.301;;;;131;435;0.301;0.301;122;170;0.718;;;110;69;;;;134;384
411;1951;Norm Mager;F;24;BLB;24;;;;0.372;;0.394;;;;;;;;;;-0.3;0.3;0;;;;;;;40;142;0.282;;;;40;142;0.282;0.282;44;56;0.786;;;47;23;;;;68;124
412;1951;John Mahnken;C;28;TOT;58;;;;0.35;;0.199;;;;;;;;;;-1.3;0.7;-0.6;;;;;;;111;351;0.316;;;;111;351;0.316;0.316;45;70;0.643;;;219;77;;;;164;267
413;1951;John Mahnken;C;28;BOS;46;;;;0.371;;0.181;;;;;;;;;;-0.6;0.5;0;;;;;;;102;298;0.342;;;;102;298;0.342;0.342;35;54;0.648;;;184;67;;;;152;239
414;1951;John Mahnken;C;28;INO;12;;;;0.233;;0.302;;;;;;;;;;-0.7;0.2;-0.5;;;;;;;9;53;0.17;;;;9;53;0.17;0.17;10;16;0.625;;;35;10;;;;12;28
415;1951;Slater Martin*;PG;25;MNL;68;;;;0.408;;0.282;;;;;;;;;;1.1;3.1;4.2;;;;;;;227;627;0.362;;;;227;627;0.362;0.362;121;177;0.684;;;246;235;;;;199;575
416;1951;Ariel Maughan;F;27;WSC;35;;;;0.418;;0.492;;;;;;;;;;0.5;0.5;1.1;;;;;;;78;250;0.312;;;;78;250;0.312;0.312;98;123;0.797;;;141;48;;;;91;254
417;1951;Dick McGuire*;PG;25;NYK;64;;;;0.445;;0.573;;;;;;;;;;3.3;1.2;4.5;;;;;;;179;482;0.371;;;;179;482;0.371;0.371;179;276;0.649;;;334;400;;;;154;537
418;1951;Bones McKinney;SF;32;TOT;44;;;;0.361;;0.248;;;;;;;;;;-0.8;0.6;-0.2;;;;;;;102;327;0.312;;;;102;327;0.312;0.312;58;81;0.716;;;198;85;;;;136;262
419;1951;Bones McKinney;SF;32;WSC;10;;;;0.293;;0.163;;;;;;;;;;-0.4;0.1;-0.3;;;;;;;12;43;0.279;;;;12;43;0.279;0.279;3;7;0.429;;;19;6;;;;14;27
420;1951;Bones McKinney;SF;32;BOS;34;;;;0.371;;0.261;;;;;;;;;;-0.5;0.5;0;;;;;;;90;284;0.317;;;;90;284;0.317;0.317;55;74;0.743;;;179;79;;;;122;235
421;1951;Mal McMullen;F-C;23;INO;51;;;;0.326;;0.296;;;;;;;;;;-1.7;0.7;-1;;;;;;;78;277;0.282;;;;78;277;0.282;0.282;48;82;0.585;;;128;33;;;;109;204
422;1951;Joe McNamee;SF;24;ROC;60;;;;0.332;;0.251;;;;;;;;;;-0.9;0.4;-0.5;;;;;;;48;167;0.287;;;;48;167;0.287;0.287;27;42;0.643;;;101;18;;;;88;123
423;1951;Dick Mehen;PF;28;TOT;66;;;;0.404;;0.231;;;;;;;;;;0.5;1.5;1.9;;;;;;;192;532;0.361;;;;192;532;0.361;0.361;90;123;0.732;;;223;118;;;;149;474
424;1951;Dick Mehen;PF;28;BLB;16;;;;0.392;;0.3;;;;;;;;;;0;0.5;0.5;;;;;;;57;170;0.335;;;;57;170;0.335;0.335;37;51;0.725;;;76;55;;;;42;151
425;1951;Dick Mehen;PF;28;BOS;7;;;;0.375;;0.288;;;;;;;;;;-0.1;0.1;0;;;;;;;17;52;0.327;;;;17;52;0.327;0.327;10;15;0.667;;;26;11;;;;14;44
426;1951;Dick Mehen;PF;28;FTW;43;;;;0.416;;0.184;;;;;;;;;;0.5;0.9;1.4;;;;;;;118;310;0.381;;;;118;310;0.381;0.381;43;57;0.754;;;121;52;;;;93;279
427;1951;Ed Mikan;C-F;25;TOT;61;;;;0.409;;0.34;;;;;;;;;;;;;;;;;;;193;556;0.347;;;;193;556;0.347;0.347;137;189;0.725;;;344;63;;;;194;523
428;1951;George Mikan*;C;26;MNL;68;;;;0.509;;0.453;;;;;;;;;;16;7.4;23.4;;;;;;;678;1584;0.428;;;;678;1584;0.428;0.428;576;717;0.803;;;958;208;;;;308;1932
429;1951;Vern Mikkelsen*;PF;22;MNL;64;;;;0.446;;0.308;;;;;;;;;;3.9;5;8.9;;;;;;;359;893;0.402;;;;359;893;0.402;0.402;186;275;0.676;;;655;181;;;;260;904
430;1951;Leo Mogus;F-C;29;PHW;57;;;;0.435;;0.705;;;;;;;;;;0.5;0.7;1.2;;;;;;;43;122;0.352;;;;43;122;0.352;0.352;53;86;0.616;;;102;32;;;;60;139
431;1951;Chuck Mrazovich;F;26;INO;25;;;;0.42;;0.6;;;;;;;;;;0.2;0.2;0.4;;;;;;;28;80;0.35;;;;28;80;0.35;0.35;29;48;0.604;;;40;13;;;;52;85
432;1951;Ken Murray;G-F;22;TOT;66;;;;0.411;;0.374;;;;;;;;;;;;;;;;;;;301;887;0.339;;;;301;887;0.339;0.339;248;332;0.747;;;355;202;;;;164;850
433;1951;Jack Nichols;PF;24;TRI;6;;;;0.397;;0.266;;;;;;;;;;0;0.3;0.3;;;;;;;27;79;0.342;;;;27;79;0.342;0.342;16;21;0.762;;;63;15;;;;23;70
434;1951;Paul Noel;F;26;ROC;52;;;;0.335;;0.259;;;;;;;;;;-0.8;0.4;-0.5;;;;;;;49;174;0.282;;;;49;174;0.282;0.282;32;45;0.711;;;81;34;;;;61;130
435;1951;Johnny Norlander;F;29;WSC;9;;;;0.474;;0.875;;;;;;;;;;0.1;0;0.2;;;;;;;6;16;0.375;;;;6;16;0.375;0.375;9;14;0.643;;;9;5;;;;14;21
436;1951;Dick O'Keefe;G-F;27;WSC;17;;;;0.281;;0.382;;;;;;;;;;-1;0.2;-0.8;;;;;;;21;102;0.206;;;;21;102;0.206;0.206;25;39;0.641;;;37;25;;;;48;67
437;1951;Tommy O'Keefe;G;22;TOT;6;;;;0.386;;0.143;;;;;;;;;;0;0.1;0.1;;;;;;;10;28;0.357;;;;10;28;0.357;0.357;3;4;0.75;;;7;10;;;;5;23
438;1951;Tommy O'Keefe;G;22;WSC;3;;;;0.419;;0.231;;;;;;;;;;0;0;0;;;;;;;5;13;0.385;;;;5;13;0.385;0.385;2;3;0.667;;;4;2;;;;1;12
439;1951;Tommy O'Keefe;G;22;BLB;3;;;;0.356;;0.067;;;;;;;;;;0;0;0;;;;;;;5;15;0.333;;;;5;15;0.333;0.333;1;1;1;;;3;8;;;;4;11
440;1951;Kevin O'Shea;G;25;MNL;63;;;;0.416;;0.502;;;;;;;;;;0.7;1.4;2.1;;;;;;;87;267;0.326;;;;87;267;0.326;0.326;97;134;0.724;;;125;100;;;;99;271
441;1951;John Oldham;G;27;FTW;68;;;;0.392;;0.489;;;;;;;;;;0;2;2;;;;;;;199;597;0.333;;;;199;597;0.333;0.333;171;292;0.586;;;242;127;;;;242;569
442;1951;Don Otten;C;29;TOT;67;;;;0.464;;0.643;;;;;;;;;;3.1;1.8;4.9;;;;;;;162;479;0.338;;;;162;479;0.338;0.338;246;308;0.799;;;404;62;;;;255;570
443;1951;Don Otten;C;29;WSC;16;;;;0.441;;0.732;;;;;;;;;;0.6;0.3;0.9;;;;;;;37;127;0.291;;;;37;127;0.291;0.291;74;93;0.796;;;106;22;;;;60;148
444;1951;Don Otten;C;29;BLB;2;;;;0.29;;0.6;;;;;;;;;;-0.1;0;-0.1;;;;;;;3;15;0.2;;;;3;15;0.2;0.2;5;9;0.556;;;3;3;;;;5;11
445;1951;Don Otten;C;29;FTW;49;;;;0.481;;0.611;;;;;;;;;;2.6;1.5;4.1;;;;;;;122;337;0.362;;;;122;337;0.362;0.362;167;206;0.811;;;295;37;;;;190;411
446;1951;Easy Parham;F-G;29;PHW;7;;;;0.347;;1;;;;;;;;;;0;0.1;0;;;;;;;2;6;0.333;;;;2;6;0.333;0.333;2;6;0.333;;;9;2;;;;2;6
447;1951;Warren Perkins;G-F;28;TRI;66;;;;0.385;;0.456;;;;;;;;;;-0.1;1.9;1.8;;;;;;;135;428;0.315;;;;135;428;0.315;0.315;126;195;0.646;;;319;143;;;;232;396
448;1951;Ed Peterson;C;26;TOT;53;;;;0.399;;0.391;;;;;;;;;;0.1;1.4;1.5;;;;;;;130;384;0.339;;;;130;384;0.339;0.339;99;150;0.66;;;288;66;;;;188;359
449;1951;Ed Peterson;C;26;SYR;17;;;;0.419;;0.407;;;;;;;;;;0.1;0.2;0.3;;;;;;;30;81;0.37;;;;30;81;0.37;0.37;20;33;0.606;;;38;8;;;;45;80
450;1951;Ed Peterson;C;26;TRI;36;;;;0.394;;0.386;;;;;;;;;;-0.1;1.3;1.2;;;;;;;100;303;0.33;;;;100;303;0.33;0.33;79;117;0.675;;;250;58;;;;143;279
451;1951;Andy Phillip*;G-F;28;PHW;66;;;;0.462;;0.367;;;;;;;;;;4.9;4.8;9.7;;;;;;;275;690;0.399;;;;275;690;0.399;0.399;190;253;0.751;;;446;414;;;;221;740
452;1951;Jim Pollard*;SF;28;MNL;54;;;;0.395;;0.214;;;;;;;;;;0.1;4.1;4.2;;;;;;;256;728;0.352;;;;256;728;0.352;0.352;117;156;0.75;;;484;184;;;;157;629
453;1951;George Ratkovicz;PF;28;SYR;66;;;;0.512;;0.69;;;;;;;;;;7.1;2.2;9.3;;;;;;;264;636;0.415;;;;264;636;0.415;0.415;321;439;0.731;;;547;193;;;;256;849
454;1951;Don Rehfeldt;SF;24;BLB;59;;;;0.442;;0.326;;;;;;;;;;1.6;1.1;2.7;;;;;;;164;426;0.385;;;;164;426;0.385;0.385;103;139;0.741;;;251;68;;;;146;431
455;1951;Jim Riffey;F;27;FTW;35;;;;0.382;;0.141;;;;;;;;;;-0.3;0.5;0.2;;;;;;;65;185;0.351;;;;65;185;0.351;0.351;20;26;0.769;;;61;16;;;;54;150
456;1951;Arnie Risen*;C;26;ROC;66;;;;0.475;;0.468;;;;;;;;;;6.6;2.8;9.3;;;;;;;377;940;0.401;;;;377;940;0.401;0.401;323;440;0.734;;;795;158;;;;278;1077
457;1951;Tex Ritter;G-F;26;NYK;34;;;;0.473;;0.689;;;;;;;;;;0.8;0.2;1;;;;;;;39;103;0.379;;;;39;103;0.379;0.379;49;71;0.69;;;65;37;;;;52;127
458;1951;Red Rocha;C;27;BLB;64;;;;0.429;;0.355;;;;;;;;;;2.4;2.3;4.6;;;;;;;297;843;0.352;;;;297;843;0.352;0.352;242;299;0.809;;;511;147;;;;242;836
459;1951;Kenny Sailors;G;30;TOT;60;;;;0.403;;0.338;;;;;;;;;;0.5;1;1.6;;;;;;;181;533;0.34;;;;181;533;0.34;0.34;131;180;0.728;;;120;150;;;;196;493
460;1951;Kenny Sailors;G;30;BOS;10;;;;0.281;;0.64;;;;;;;;;;-0.2;0;-0.2;;;;;;;4;25;0.16;;;;4;25;0.16;0.16;10;16;0.625;;;3;8;;;;14;18
461;1951;Kenny Sailors;G;30;BLB;50;;;;0.409;;0.323;;;;;;;;;;0.8;1;1.8;;;;;;;177;508;0.348;;;;177;508;0.348;0.348;121;164;0.738;;;117;142;;;;182;475
462;1951;Pep Saul;SG;26;ROC;65;;;;0.396;;0.339;;;;;;;;;;0.1;0.5;0.6;;;;;;;105;310;0.339;;;;105;310;0.339;0.339;72;105;0.686;;;84;68;;;;85;282
463;1951;Alan Sawyer;F;23;WSC;33;;;;0.422;;0.213;;;;;;;;;;0.4;0.4;0.9;;;;;;;87;235;0.37;;;;87;235;0.37;0.37;43;50;0.86;;;121;25;;;;75;217
464;1951;Fred Schaus;F;25;FTW;68;;;;0.454;;0.527;;;;;;;;;;5.1;3.4;8.5;;;;;;;312;918;0.34;;;;312;918;0.34;0.34;404;484;0.835;;;495;184;;;;240;1028
465;1951;Dolph Schayes*;F-C;22;SYR;66;;;;0.468;;0.654;;;;;;;;;;6.5;3.8;10.3;;;;;;;332;930;0.357;;;;332;930;0.357;0.357;457;608;0.752;;;1080;251;;;;271;1121
466;1951;Herb Scherer;C;22;TRI;20;;;;0.342;;0.417;;;;;;;;;;-0.4;0.3;-0.1;;;;;;;24;84;0.286;;;;24;84;0.286;0.286;20;35;0.571;;;50;17;;;;56;68
467;1951;Dick Schnittker;SF;22;WSC;29;;;;0.543;;0.679;;;;;;;;;;3;0.5;3.5;;;;;;;86;209;0.411;;;;86;209;0.411;0.411;123;142;0.866;;;153;41;;;;82;295
468;1951;Fred Scolari;G;28;TOT;66;;;;0.413;;0.359;;;;;;;;;;;;;;;;;;;302;923;0.327;;;;302;923;0.327;0.327;279;331;0.843;;;218;255;;;;183;883
469;1951;George Senesky;PG;28;PHW;65;;;;0.42;;0.339;;;;;;;;;;2.3;3.9;6.2;;;;;;;249;703;0.354;;;;249;703;0.354;0.354;181;238;0.761;;;326;342;;;;144;679
470;1951;Paul Seymour;G-F;23;SYR;51;;;;0.403;;0.413;;;;;;;;;;0.7;1.2;1.8;;;;;;;125;385;0.325;;;;125;385;0.325;0.325;117;159;0.736;;;194;187;;;;138;367
471;1951;Carl Shaeffer;F-G;26;INO;10;;;;0.322;;0.136;;;;;;;;;;-0.1;0.1;-0.1;;;;;;;6;22;0.273;;;;6;22;0.273;0.273;3;3;1;;;10;6;;;;15;15
472;1951;Bill Sharman*;SG;24;WSC;31;;;;0.441;;0.283;;;;;;;;;;1.3;0.5;1.8;;;;;;;141;381;0.37;;;;141;381;0.37;0.37;96;108;0.889;;;110;39;;;;86;378
473;1951;Connie Simmons;C-F;25;NYK;66;;;;0.429;;0.339;;;;;;;;;;1.6;1;2.6;;;;;;;229;613;0.374;;;;229;613;0.374;0.374;146;208;0.702;;;426;117;;;;222;604
474;1951;Belus Smawley;SG;32;TOT;60;;;;0.468;;0.403;;;;;;;;;;4.3;1.3;5.6;;;;;;;252;663;0.38;;;;252;663;0.38;0.38;227;267;0.85;;;178;161;;;;145;731
475;1951;Belus Smawley;SG;32;SYR;16;;;;0.437;;0.458;;;;;;;;;;0.5;0.3;0.7;;;;;;;40;118;0.339;;;;40;118;0.339;0.339;44;54;0.815;;;48;36;;;;36;124
476;1951;Belus Smawley;SG;32;BLB;44;;;;0.475;;0.391;;;;;;;;;;3.8;1;4.9;;;;;;;212;545;0.389;;;;212;545;0.389;0.389;183;213;0.859;;;130;125;;;;109;607
477;1951;Ed Stanczak;F;29;BOS;19;;;;0.43;;0.9;;;;;;;;;;0.2;0.1;0.3;;;;;;;12;50;0.24;;;;12;50;0.24;0.24;36;45;0.8;;;36;7;;;;48;60
478;1951;Mike Todorovich;F-C;27;TRI;66;;;;0.385;;0.421;;;;;;;;;;-0.5;2.7;2.3;;;;;;;221;715;0.309;;;;221;715;0.309;0.309;211;301;0.701;;;455;179;;;;197;653
479;1951;Gene Vance;G-F;27;TRI;29;;;;0.484;;0.588;;;;;;;;;;1;0.6;1.6;;;;;;;46;114;0.404;;;;46;114;0.404;0.404;47;67;0.701;;;94;57;;;;98;139
480;1951;Ernie Vandeweghe;F-G;22;NYK;44;;;;0.446;;0.289;;;;;;;;;;1.5;0.6;2.1;;;;;;;135;336;0.402;;;;135;336;0.402;0.402;68;97;0.701;;;195;121;;;;144;338
481;1951;Brady Walker;PF;29;TOT;66;;;;0.434;;0.248;;;;;;;;;;1.4;1.5;2.8;;;;;;;164;416;0.394;;;;164;416;0.394;0.394;72;103;0.699;;;354;111;;;;82;400
482;1951;Brady Walker;PF;29;BOS;17;;;;0.419;;0.273;;;;;;;;;;0.1;0.1;0.1;;;;;;;13;33;0.394;;;;13;33;0.394;0.394;5;9;0.556;;;31;8;;;;11;31
483;1951;Brady Walker;PF;29;BLB;49;;;;0.435;;0.245;;;;;;;;;;1.3;1.4;2.7;;;;;;;151;383;0.394;;;;151;383;0.394;0.394;67;94;0.713;;;323;103;;;;71;369
484;1951;Paul Walther;SG;23;INO;63;;;;0.393;;0.33;;;;;;;;;;0.3;1.7;2;;;;;;;213;634;0.336;;;;213;634;0.336;0.336;145;209;0.694;;;226;225;;;;201;571
485;1951;Bobby Wanzer*;G;29;ROC;68;;;;0.492;;0.435;;;;;;;;;;5.6;1.3;6.9;;;;;;;252;628;0.401;;;;252;628;0.401;0.401;232;273;0.85;;;232;181;;;;129;736
486;1951;Max Zaslofsky;SG;25;NYK;66;;;;0.424;;0.349;;;;;;;;;;1.8;0.9;2.7;;;;;;;302;853;0.354;;;;302;853;0.354;0.354;231;298;0.775;;;228;136;;;;150;835
487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
488;1952;Paul Arizin*;SF;23;PHW;66;;2939;25.5;0.546;;0.579;;;;;;;;;;14.8;1.2;16;0.261;;;;;;548;1222;0.448;;;;548;1222;0.448;0.448;578;707;0.818;;;745;170;;;;250;1674
489;1952;Cliff Barker;SG;31;INO;44;;494;10.8;0.343;;0.317;;;;;;;;;;-0.7;0.8;0.1;0.008;;;;;;48;161;0.298;;;;48;161;0.298;0.298;30;51;0.588;;;81;70;;;;56;126
490;1952;Don Barksdale*;PF;28;BLB;62;;2014;15.8;0.409;;0.427;;;;;;;;;;0.2;1.4;1.5;0.036;;;;;;272;804;0.338;;;;272;804;0.338;0.338;237;343;0.691;;;601;137;;;;230;781
491;1952;Leo Barnhorst;SF;27;INO;66;;2344;15.9;0.419;;0.208;;;;;;;;;;1.3;3.5;4.7;0.097;;;;;;349;897;0.389;;;;349;897;0.389;0.389;122;187;0.652;;;430;255;;;;196;820
492;1952;Elmer Behnke;C;22;MLH;4;;55;7.8;0.319;;0.318;;;;;;;;;;-0.2;0.1;-0.1;-0.098;;;;;;6;22;0.273;;;;6;22;0.273;0.273;4;7;0.571;;;17;4;;;;13;16
493;1952;Charlie Black;F-C;30;MLH;13;;117;1.1;0.234;;0.387;;;;;;;;;;-0.5;0.1;-0.4;-0.148;;;;;;6;31;0.194;;;;6;31;0.194;0.194;5;12;0.417;;;31;9;;;;31;17
494;1952;Nelson Bobb;PG;27;PHW;62;;1192;10.9;0.42;;0.546;;;;;;;;;;0.7;0.4;1.2;0.048;;;;;;110;306;0.359;;;;110;306;0.359;0.359;99;167;0.593;;;147;168;;;;182;319
495;1952;Vince Boryla;SF;24;NYK;42;;1440;12.8;0.437;;0.22;;;;;;;;;;1.2;0.9;2.1;0.069;;;;;;202;522;0.387;;;;202;522;0.387;0.387;96;115;0.835;;;219;90;;;;121;500
496;1952;Don Boven;SG;26;MLH;66;;1982;12.4;0.399;;0.524;;;;;;;;;;-0.2;1.7;1.5;0.036;;;;;;200;668;0.299;;;;200;668;0.299;0.299;256;350;0.731;;;336;177;;;;271;656
497;1952;Bob Brannum;PF;26;BOS;66;;1324;12.4;0.423;;0.423;;;;;;;;;;0.5;1.5;2;0.074;;;;;;149;404;0.369;;;;149;404;0.369;0.369;107;171;0.626;;;406;76;;;;235;405
498;1952;Frankie Brian;SG;28;FTW;66;;2672;14.8;0.452;;0.445;;;;;;;;;;4.3;1.8;6.1;0.11;;;;;;342;972;0.352;;;;342;972;0.352;0.352;367;433;0.848;;;232;233;;;;220;1051
